"No.","Time","Source","Destination","Protocol","Length","Info"
"313615","182.470619","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313583#7] 55146  >  443 [ACK] Seq=3936 Ack=3774668 Win=260696 Len=0 TSval=175206716 TSecr=3907540374 SLE=3776116 SRE=3794940"
"313616","182.470637","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4204325 Win=248032 Len=0 TSval=175206716 TSecr=1298112488"
"313617","182.470777","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313583#8] 55146  >  443 [ACK] Seq=3936 Ack=3774668 Win=260696 Len=0 TSval=175206716 TSecr=3907540374 SLE=3776116 SRE=3796388"
"313618","182.470783","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313583#9] 55146  >  443 [ACK] Seq=3936 Ack=3774668 Win=260696 Len=0 TSval=175206716 TSecr=3907540374 SLE=3776116 SRE=3797836"
"313619","182.470927","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=4898 Ack=3219684 Win=260696 Len=0 TSval=175206716 TSecr=3250188836"
"313620","182.470949","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313583#10] 55146  >  443 [ACK] Seq=3936 Ack=3774668 Win=260696 Len=0 TSval=175206716 TSecr=3907540374 SLE=3776116 SRE=3800732"
"313621","182.471086","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=4898 Ack=3224028 Win=258336 Len=0 TSval=175206716 TSecr=3250188842"
"313622","182.471077","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4208669 Win=245248 Len=0 TSval=175206716 TSecr=1298112512"
"313623","182.471236","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4210117 Win=244320 Len=0 TSval=175206716 TSecr=1298112521"
"313625","182.482866","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3800732 Win=245248 Len=0 TSval=175206717 TSecr=3907540559"
"313634","182.486586","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4213013 Win=260192 Len=0 TSval=175206717 TSecr=1298112564"
"313674","182.501735","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4218805 Win=256480 Len=0 TSval=175206718 TSecr=1298112564"
"313675","182.501937","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=4898 Ack=3225476 Win=260696 Len=0 TSval=175206718 TSecr=3250188894"
"313676","182.502899","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=4898 Ack=3226924 Win=260192 Len=0 TSval=175206718 TSecr=3250188894"
"313677","182.503076","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=4898 Ack=3238508 Win=254624 Len=0 TSval=175206719 TSecr=3250188894"
"313678","182.503210","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4220253 Win=260696 Len=0 TSval=175206719 TSecr=1298112570"
"313679","182.503328","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3802180 Win=245344 Len=0 TSval=175206719 TSecr=3907540570"
"313680","182.503447","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4221701 Win=260192 Len=0 TSval=175206719 TSecr=1298112570"
"313681","182.503566","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3803628 Win=244320 Len=0 TSval=175206719 TSecr=3907540570"
"313682","182.503679","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4224597 Win=258336 Len=0 TSval=175206719 TSecr=1298112570"
"313683","182.503793","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3805076 Win=243392 Len=0 TSval=175206719 TSecr=3907540570"
"313684","182.503913","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4230389 Win=254624 Len=0 TSval=175206719 TSecr=1298112570"
"313685","182.504026","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3806524 Win=242464 Len=0 TSval=175206719 TSecr=3907540570"
"313686","182.504139","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4236181 Win=250912 Len=0 TSval=175206719 TSecr=1298112570"
"313687","182.504250","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3807972 Win=241536 Len=0 TSval=175206719 TSecr=3907540570"
"313688","182.504363","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4239077 Win=249056 Len=0 TSval=175206719 TSecr=1298112570"
"313689","182.504476","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3810868 Win=239680 Len=0 TSval=175206719 TSecr=3907540570"
"313690","182.504589","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=4898 Ack=3241404 Win=252768 Len=0 TSval=175206719 TSecr=3250188900"
"313691","182.507114","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=4898 Ack=3244300 Win=250912 Len=0 TSval=175206719 TSecr=3250188900"
"313692","182.507380","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4240525 Win=248128 Len=0 TSval=175206719 TSecr=1298112582"
"313693","182.507576","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3815212 Win=236896 Len=0 TSval=175206719 TSecr=3907540582"
"313694","182.507738","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4241973 Win=247200 Len=0 TSval=175206719 TSecr=1298112582"
"313695","182.507989","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3816660 Win=235968 Len=0 TSval=175206720 TSecr=3907540582"
"313696","182.514159","192.168.1.58","23.246.45.154","TLSv1.2","547","Application Data"
"313745","182.540002","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4247765 Win=258336 Len=0 TSval=175206723 TSecr=1298112596"
"313746","182.551416","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4260797 Win=249984 Len=0 TSval=175206724 TSecr=1298112602"
"313750","182.555836","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4269485 Win=256480 Len=0 TSval=175206724 TSecr=1298112602"
"313751","182.556017","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3818108 Win=260696 Len=0 TSval=175206724 TSecr=3907540602"
"313752","182.556203","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313751#1] 55146  >  443 [ACK] Seq=3936 Ack=3818108 Win=260696 Len=0 TSval=175206724 TSecr=3907540602 SLE=3819556 SRE=3821004"
"313754","182.556499","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3821004 Win=259168 Len=0 TSval=175206724 TSecr=3907540602"
"313757","182.576015","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3245748 Win=260696 Len=0 TSval=175206727 TSecr=3250188927"
"313758","182.586045","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4270933 Win=260696 Len=0 TSval=175206728 TSecr=1298112602"
"313796","182.605661","192.168.1.58","23.246.45.154","TCP","78","[TCP Window Update] 55146  >  443 [ACK] Seq=3936 Ack=3821004 Win=260696 Len=0 TSval=175206730 TSecr=3907540602 SLE=3822452 SRE=3823900"
"313797","182.605896","192.168.1.58","23.246.45.154","TCP","86","[TCP Dup ACK 313754#1] 55146  >  443 [ACK] Seq=3936 Ack=3821004 Win=260696 Len=0 TSval=175206730 TSecr=3907540602 SLE=3825348 SRE=3826796 SLE=3822452 SRE=3823900"
"313798","182.606131","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313754#2] 55146  >  443 [ACK] Seq=3936 Ack=3821004 Win=260696 Len=0 TSval=175206730 TSecr=3907540602 SLE=3822452 SRE=3826796"
"313799","182.606333","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313754#3] 55146  >  443 [ACK] Seq=3936 Ack=3821004 Win=260696 Len=0 TSval=175206730 TSecr=3907540602 SLE=3822452 SRE=3829692"
"313800","182.606528","192.168.1.58","23.246.45.154","TCP","86","[TCP Dup ACK 313754#4] 55146  >  443 [ACK] Seq=3936 Ack=3821004 Win=260696 Len=0 TSval=175206730 TSecr=3907540602 SLE=3831140 SRE=3832588 SLE=3822452 SRE=3829692"
"313801","182.606722","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313754#5] 55146  >  443 [ACK] Seq=3936 Ack=3821004 Win=260696 Len=0 TSval=175206730 TSecr=3907540602 SLE=3822452 SRE=3832588"
"313802","182.606919","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3263124 Win=250912 Len=0 TSval=175206730 TSecr=3250188933"
"313819","182.643136","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3266020 Win=260192 Len=0 TSval=175206733 TSecr=3250188933"
"313820","182.643336","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313754#6] 55146  >  443 [ACK] Seq=3936 Ack=3821004 Win=260696 Len=0 TSval=175206733 TSecr=3907540602 SLE=3822452 SRE=3834036"
"313821","182.643473","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4276725 Win=258336 Len=0 TSval=175206733 TSecr=1298112607"
"313846","182.685815","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4281069 Win=260192 Len=0 TSval=175206736 TSecr=1298112637"
"313847","182.685973","192.168.1.58","23.246.45.154","TCP","78","55145  >  443 [ACK] Seq=3455 Ack=4286861 Win=255456 Len=0 TSval=175206736 TSecr=1298112668 SLE=4288309 SRE=4289757"
"313848","182.686097","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4289757 Win=254528 Len=0 TSval=175206736 TSecr=1298112668"
"313849","182.686212","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4291205 Win=253600 Len=0 TSval=175206736 TSecr=1298112668"
"313851","182.686449","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4295549 Win=259264 Len=0 TSval=175206736 TSecr=1298112674"
"313852","182.686570","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313754#7] 55146  >  443 [ACK] Seq=3936 Ack=3821004 Win=260696 Len=0 TSval=175206736 TSecr=3907540602 SLE=3822452 SRE=3835484"
"313853","182.686692","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4301341 Win=255552 Len=0 TSval=175206736 TSecr=1298112674"
"313854","182.686815","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313754#8] 55146  >  443 [ACK] Seq=3936 Ack=3821004 Win=260696 Len=0 TSval=175206736 TSecr=3907540602 SLE=3822452 SRE=3838380"
"313855","182.686832","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3838380 Win=250432 Len=0 TSval=175206737 TSecr=3907540700"
"313856","182.686959","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3839828 Win=249504 Len=0 TSval=175206737 TSecr=3907540700"
"313857","182.686962","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3267468 Win=260696 Len=0 TSval=175206737 TSecr=3250189004"
"313858","182.687095","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3841276 Win=248576 Len=0 TSval=175206737 TSecr=3907540706"
"313859","182.687093","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4302789 Win=254624 Len=0 TSval=175206737 TSecr=1298112684"
"313860","182.687225","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3281948 Win=251840 Len=0 TSval=175206737 TSecr=3250189037"
"313861","182.687229","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3286292 Win=249056 Len=0 TSval=175206737 TSecr=3250189037"
"313862","182.687364","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4308581 Win=250912 Len=0 TSval=175206737 TSecr=1298112738"
"313863","182.687360","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4305685 Win=252768 Len=0 TSval=175206737 TSecr=1298112738"
"313864","182.687497","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3289188 Win=247200 Len=0 TSval=175206737 TSecr=3250189069"
"313918","182.734589","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4310029 Win=260696 Len=0 TSval=175206741 TSecr=1298112784"
"313919","182.734708","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4312925 Win=260192 Len=0 TSval=175206741 TSecr=1298112784"
"313920","182.734823","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313919#1] 55145  >  443 [ACK] Seq=3455 Ack=4312925 Win=260192 Len=0 TSval=175206741 TSecr=1298112784 SLE=4286861 SRE=4288309"
"313921","182.734938","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4320165 Win=255552 Len=0 TSval=175206741 TSecr=1298112784"
"313922","182.737056","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4327405 Win=250912 Len=0 TSval=175206742 TSecr=1298112784"
"313923","182.737236","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4333197 Win=247200 Len=0 TSval=175206742 TSecr=1298112784"
"313924","182.737368","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3842724 Win=260696 Len=0 TSval=175206742 TSecr=3907540784"
"313925","182.737495","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4334645 Win=246272 Len=0 TSval=175206742 TSecr=1298112784"
"313926","182.737619","192.168.1.58","23.246.45.154","TCP","78","[TCP Window Update] 55145  >  443 [ACK] Seq=3455 Ack=4334645 Win=260696 Len=0 TSval=175206742 TSecr=1298112784 SLE=4336093 SRE=4337541"
"313927","182.737736","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4337541 Win=260096 Len=0 TSval=175206742 TSecr=1298112784"
"313928","182.737852","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3844172 Win=260696 Len=0 TSval=175206742 TSecr=3907540784"
"313929","182.737972","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3455 Ack=4338989 Win=259168 Len=0 TSval=175206742 TSecr=1298112784"
"313930","182.738099","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313928#1] 55146  >  443 [ACK] Seq=3936 Ack=3844172 Win=260696 Len=0 TSval=175206742 TSecr=3907540784 SLE=3845620 SRE=3847068"
"313931","182.738221","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3847068 Win=259168 Len=0 TSval=175206742 TSecr=3907540784"
"313932","182.738370","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 313931#1] 55146  >  443 [ACK] Seq=3936 Ack=3847068 Win=259168 Len=0 TSval=175206742 TSecr=3907540784 SLE=3848516 SRE=3849964"
"313934","182.738595","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3849964 Win=257216 Len=0 TSval=175206742 TSecr=3907540784"
"313935","182.738721","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3852860 Win=255360 Len=0 TSval=175206742 TSecr=3907540786"
"313936","182.738851","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3292084 Win=260192 Len=0 TSval=175206742 TSecr=3250189114"
"313947","182.750149","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3309460 Win=249056 Len=0 TSval=175206744 TSecr=3250189114"
"313977","182.754813","192.168.1.58","23.246.45.154","TLSv1.2","553","Application Data"
"313990","182.768974","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3313804 Win=259264 Len=0 TSval=175206746 TSecr=3250189118"
"314014","182.814269","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3854308 Win=260696 Len=0 TSval=175206750 TSecr=3907540832"
"314015","182.816202","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3855756 Win=260192 Len=0 TSval=175206750 TSecr=3907540832"
"314016","182.816381","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3942 Ack=4352021 Win=260696 Len=0 TSval=175206750 TSecr=1298112832"
"314025","182.822560","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3857204 Win=260696 Len=0 TSval=175206751 TSecr=3907540838"
"314026","182.822754","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3860100 Win=259264 Len=0 TSval=175206751 TSecr=3907540838"
"314027","182.827793","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3862996 Win=257408 Len=0 TSval=175206751 TSecr=3907540838"
"314045","182.872361","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3316700 Win=260192 Len=0 TSval=175206751 TSecr=3250189168"
"314046","182.872541","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3865892 Win=255552 Len=0 TSval=175206751 TSecr=3907540838"
"314047","182.872673","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3322492 Win=260696 Len=0 TSval=175206752 TSecr=3250189179"
"314048","182.872799","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3942 Ack=4373741 Win=248128 Len=0 TSval=175206752 TSecr=1298112833"
"314049","182.873216","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3942 Ack=4382429 Win=256480 Len=0 TSval=175206753 TSecr=1298112912"
"314050","182.873397","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3870236 Win=259264 Len=0 TSval=175206753 TSecr=3907540912"
"314051","182.873524","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3871684 Win=258336 Len=0 TSval=175206753 TSecr=3907540917"
"314052","182.873965","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3874580 Win=256480 Len=0 TSval=175206753 TSecr=3907540917"
"314053","182.874129","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3877476 Win=254624 Len=0 TSval=175206753 TSecr=3907540923"
"314054","182.874266","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3339868 Win=251840 Len=0 TSval=175206754 TSecr=3250189179"
"314055","182.874390","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3942 Ack=4386773 Win=253696 Len=0 TSval=175206754 TSecr=1298112912"
"314117","182.900204","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3878924 Win=260696 Len=0 TSval=175206759 TSecr=3907540967"
"314118","182.911539","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3880372 Win=260696 Len=0 TSval=175206759 TSecr=3907540967"
"314119","182.911733","192.168.1.58","23.246.45.154","TCP","78","55145  >  443 [ACK] Seq=3942 Ack=4402701 Win=250816 Len=0 TSval=175206759 TSecr=1298112967 SLE=4404149 SRE=4405597"
"314121","182.921671","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3942 Ack=4405597 Win=249888 Len=0 TSval=175206759 TSecr=1298112967"
"314122","182.921888","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 314121#1] 55145  >  443 [ACK] Seq=3942 Ack=4405597 Win=249888 Len=0 TSval=175206759 TSecr=1298112967 SLE=4407045 SRE=4408493"
"314123","182.922019","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3942 Ack=4408493 Win=260096 Len=0 TSval=175206760 TSecr=1298112967"
"314124","182.922135","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3942 Ack=4409941 Win=259168 Len=0 TSval=175206760 TSecr=1298112967"
"314125","182.922250","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=5379 Ack=3348556 Win=256480 Len=0 TSval=175206761 TSecr=3250189297"
"314126","182.922365","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3942 Ack=4418629 Win=253600 Len=0 TSval=175206761 TSecr=1298112972"
"314127","182.922480","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 314126#1] 55145  >  443 [ACK] Seq=3942 Ack=4418629 Win=253600 Len=0 TSval=175206761 TSecr=1298112972 SLE=4420077 SRE=4421525"
"314128","182.922595","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=3942 Ack=4421525 Win=251648 Len=0 TSval=175206761 TSecr=1298112972"
"314129","182.922716","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3881820 Win=260696 Len=0 TSval=175206761 TSecr=3907540972"
"314130","182.922725","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 314129#1] 55146  >  443 [ACK] Seq=3936 Ack=3881820 Win=260696 Len=0 TSval=175206761 TSecr=3907540972 SLE=3883268 SRE=3884716"
"314131","182.922856","192.168.1.58","23.246.45.154","TCP","78","55146  >  443 [ACK] Seq=3936 Ack=3884716 Win=259168 Len=0 TSval=175206761 TSecr=3907540972 SLE=3886164 SRE=3887612"
"314132","182.922853","192.168.1.58","23.246.45.154","TCP","66","[TCP Dup ACK 314131#1] 55146  >  443 [ACK] Seq=3936 Ack=3884716 Win=259168 Len=0 TSval=175206761 TSecr=3907540972"
"314133","182.922989","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3887612 Win=257216 Len=0 TSval=175206761 TSecr=3907540972"
"314134","182.922993","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 314133#1] 55146  >  443 [ACK] Seq=3936 Ack=3887612 Win=257216 Len=0 TSval=175206761 TSecr=3907540972 SLE=3889060 SRE=3890508"
"314135","182.923119","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=3936 Ack=3890508 Win=255264 Len=0 TSval=175206761 TSecr=3907540972"
